State_Name,District_Name,Crop_Year,Season,Crop,Area,Production,Yield,Soil_type:Red,Soil_type:Black,Soil_type:Laterite,Soil_type:Saline,Soil_type:Alluvial
Tamil Nadu,ARIYALUR,2010,Kharif,Cotton(lint),5684,9361,1.646903589,1,0,0,0,1
Tamil Nadu,ARIYALUR,2010,Kharif,Groundnut,12058,37266,3.090562282,1,0,0,0,1
Tamil Nadu,ARIYALUR,2010,Kharif,Maize,9996,8630,0.8633453381,1,0,0,0,1
Tamil Nadu,ARIYALUR,2010,Kharif,Moong(Green Gram),4,2,0.5,1,0,0,0,1
Tamil Nadu,ARIYALUR,2010,Kharif,Ragi,42,109,2.595238095,1,0,0,0,1
Tamil Nadu,ARIYALUR,2010,Kharif,Rice,25211,97869,3.881995954,1,0,0,0,1
Tamil Nadu,ARIYALUR,2010,Kharif,Sunflower,202,245,1.212871287,1,0,0,0,1
Tamil Nadu,ARIYALUR,2010,Kharif,Urad,1526,741,0.4855832241,1,0,0,0,1
Tamil Nadu,ARIYALUR,2010,Whole Year,Sugarcane,7500,739006,98.53413333,1,0,0,0,1
Tamil Nadu,ARIYALUR,2011,Kharif,Bajra,590,1499,2.540677966,1,0,0,0,1
Tamil Nadu,ARIYALUR,2011,Kharif,Cotton(lint),7661,36179,4.722490536,1,0,0,0,1
Tamil Nadu,ARIYALUR,2011,Kharif,Groundnut,9999,35766,3.576957696,1,0,0,0,1
Tamil Nadu,ARIYALUR,2011,Kharif,Jowar,1659,2114,1.274261603,1,0,0,0,1
Tamil Nadu,ARIYALUR,2011,Kharif,Maize,11778,60881,5.16904398,1,0,0,0,1
Tamil Nadu,ARIYALUR,2011,Kharif,Ragi,14,37,2.642857143,1,0,0,0,1
Tamil Nadu,ARIYALUR,2011,Kharif,Rice,24097,97257,4.03606258,1,0,0,0,1
Tamil Nadu,ARIYALUR,2011,Rabi,Bajra,6,18,3,1,0,0,0,1
Tamil Nadu,ARIYALUR,2011,Rabi,Cotton(lint),150,413,2.753333333,1,0,0,0,1
Tamil Nadu,ARIYALUR,2011,Rabi,Groundnut,3028,18093,5.975231176,1,0,0,0,1
Tamil Nadu,ARIYALUR,2011,Rabi,Jowar,15,22,1.466666667,1,0,0,0,1
Tamil Nadu,ARIYALUR,2011,Rabi,Maize,357,2374,6.649859944,1,0,0,0,1
Tamil Nadu,ARIYALUR,2011,Rabi,Ragi,3,9,3,1,0,0,0,1
Tamil Nadu,ARIYALUR,2011,Whole Year,Arhar/Tur,192,167,0.8697916667,1,0,0,0,1
Tamil Nadu,ARIYALUR,2011,Whole Year,Banana,144,6292,43.69444444,1,0,0,0,1
Tamil Nadu,ARIYALUR,2011,Whole Year,Cashewnut,29930,6468,0.2161042432,1,0,0,0,1
Tamil Nadu,ARIYALUR,2011,Whole Year,Castor seed,38,8,0.2105263158,1,0,0,0,1
Tamil Nadu,ARIYALUR,2011,Whole Year,Coconut,323,2600000,8049.535604,1,0,0,0,1
Tamil Nadu,ARIYALUR,2011,Whole Year,Coriander,75,35,0.4666666667,1,0,0,0,1
Tamil Nadu,ARIYALUR,2011,Whole Year,Dry chillies,735,509,0.6925170068,1,0,0,0,1
Tamil Nadu,ARIYALUR,2011,Whole Year,Moong(Green Gram),6,4,0.6666666667,1,0,0,0,1
Tamil Nadu,ARIYALUR,2011,Whole Year,Onion,26,329,12.65384615,1,0,0,0,1
Tamil Nadu,ARIYALUR,2011,Whole Year,Small millets,259,705,2.722007722,1,0,0,0,1
Tamil Nadu,ARIYALUR,2011,Whole Year,Sugarcane,7967,880259,110.4881386,1,0,0,0,1
Tamil Nadu,ARIYALUR,2011,Whole Year,Sunflower,228,418,1.833333333,1,0,0,0,1
Tamil Nadu,ARIYALUR,2011,Whole Year,Tapioca,273,10282,37.66300366,1,0,0,0,1
Tamil Nadu,ARIYALUR,2011,Whole Year,Turmeric,100,548,5.48,1,0,0,0,1
Tamil Nadu,ARIYALUR,2011,Whole Year,Urad,1496,1163,0.7774064171,1,0,0,0,1
Tamil Nadu,ARIYALUR,2012,Kharif,Arhar/Tur,99,78,0.7878787879,1,0,0,0,1
Tamil Nadu,ARIYALUR,2012,Kharif,Castor seed,65,14,0.2153846154,1,0,0,0,1
Tamil Nadu,ARIYALUR,2012,Kharif,Cotton(lint),8634,15664,1.81422284,1,0,0,0,1
Tamil Nadu,ARIYALUR,2012,Kharif,Groundnut,9108,23014,2.526789635,1,0,0,0,1
Tamil Nadu,ARIYALUR,2012,Kharif,Horse-gram,1,,0,1,0,0,0,1
Tamil Nadu,ARIYALUR,2012,Kharif,Maize,14743,35469,2.405819711,1,0,0,0,1
Tamil Nadu,ARIYALUR,2012,Kharif,Moong(Green Gram),2,1,0.5,1,0,0,0,1
Tamil Nadu,ARIYALUR,2012,Kharif,Ragi,8,15,1.875,1,0,0,0,1
Tamil Nadu,ARIYALUR,2012,Kharif,Rice,17523,36392,2.076813331,1,0,0,0,1
Tamil Nadu,ARIYALUR,2012,Kharif,Sunflower,754,922,1.222811671,1,0,0,0,1
Tamil Nadu,ARIYALUR,2012,Kharif,Urad,1703,924,0.5425719319,1,0,0,0,1
Tamil Nadu,ARIYALUR,2012,Whole Year,Sugarcane,7804,707584,90.66940031,1,0,0,0,1
Tamil Nadu,ARIYALUR,2013,Kharif,Bajra,777,2888,3.716859717,1,0,0,0,1
Tamil Nadu,ARIYALUR,2013,Kharif,Castor seed,31,10,0.3225806452,1,0,0,0,1
Tamil Nadu,ARIYALUR,2013,Kharif,Cotton(lint),8815,29867,3.388201929,1,0,0,0,1
Tamil Nadu,ARIYALUR,2013,Kharif,Groundnut,6436,21168,3.288999378,1,0,0,0,1
Tamil Nadu,ARIYALUR,2013,Kharif,Horse-gram,1,,0,1,0,0,0,1
Tamil Nadu,ARIYALUR,2013,Kharif,Jowar,809,1004,1.241038319,1,0,0,0,1
Tamil Nadu,ARIYALUR,2013,Kharif,Maize,17153,91257,5.320177228,1,0,0,0,1
Tamil Nadu,ARIYALUR,2013,Kharif,Moong(Green Gram),23,13,0.5652173913,1,0,0,0,1
Tamil Nadu,ARIYALUR,2013,Kharif,Onion,36,419,11.63888889,1,0,0,0,1
Tamil Nadu,ARIYALUR,2013,Kharif,Ragi,38,104,2.736842105,1,0,0,0,1
Tamil Nadu,ARIYALUR,2013,Kharif,Rice,24437,131658,5.387649875,1,0,0,0,1
Tamil Nadu,ARIYALUR,2013,Kharif,Sunflower,76,137,1.802631579,1,0,0,0,1
Tamil Nadu,ARIYALUR,2013,Kharif,Urad,1951,1639,0.8400820092,1,0,0,0,1
Tamil Nadu,ARIYALUR,2013,Rabi,Bajra,95,190,2,1,0,0,0,1
Tamil Nadu,ARIYALUR,2013,Rabi,Cotton(lint),303,727,2.399339934,1,0,0,0,1
Tamil Nadu,ARIYALUR,2013,Rabi,Groundnut,3571,21760,6.093531224,1,0,0,0,1
Tamil Nadu,ARIYALUR,2013,Rabi,Horse-gram,1,1,1,1,0,0,0,1
Tamil Nadu,ARIYALUR,2013,Rabi,Jowar,63,136,2.158730159,1,0,0,0,1
Tamil Nadu,ARIYALUR,2013,Rabi,Maize,615,3076,5.001626016,1,0,0,0,1
Tamil Nadu,ARIYALUR,2013,Rabi,Onion,7,59,8.428571429,1,0,0,0,1
Tamil Nadu,ARIYALUR,2013,Rabi,Ragi,11,44,4,1,0,0,0,1
Tamil Nadu,ARIYALUR,2013,Rabi,Sunflower,1,1,1,1,0,0,0,1
Tamil Nadu,ARIYALUR,2013,Rabi,Urad,1485,1267,0.8531986532,1,0,0,0,1
Tamil Nadu,ARIYALUR,2013,Whole Year,Arhar/Tur,236,228,0.9661016949,1,0,0,0,1
Tamil Nadu,ARIYALUR,2013,Whole Year,Banana,131,5441,41.53435115,1,0,0,0,1
Tamil Nadu,ARIYALUR,2013,Whole Year,Cashewnut,30152,6600,0.2188909525,1,0,0,0,1
Tamil Nadu,ARIYALUR,2013,Whole Year,Coconut,331,1700000,5135.951662,1,0,0,0,1
Tamil Nadu,ARIYALUR,2013,Whole Year,Coriander,14,5,0.3571428571,1,0,0,0,1
Tamil Nadu,ARIYALUR,2013,Whole Year,Dry chillies,212,58,0.2735849057,1,0,0,0,1
Tamil Nadu,ARIYALUR,2013,Whole Year,Small millets,187,491,2.625668449,1,0,0,0,1
Tamil Nadu,ARIYALUR,2013,Whole Year,Sugarcane,9875,1112304,112.6383797,1,0,0,0,1
Tamil Nadu,ARIYALUR,2013,Whole Year,Tapioca,189,5655,29.92063492,1,0,0,0,1
Tamil Nadu,ARIYALUR,2013,Whole Year,Turmeric,61,224,3.672131148,1,0,0,0,1
Tamil Nadu,COIMBATORE,1997,Kharif,Banana,5619,183740,32.69976864,1,1,0,0,0
Tamil Nadu,COIMBATORE,1997,Kharif,Horse-gram,6849,3040,0.4438604176,1,1,0,0,0
Tamil Nadu,COIMBATORE,1997,Kharif,Onion,2813,37188,13.22004977,1,1,0,0,0
Tamil Nadu,COIMBATORE,1997,Kharif,Sesamum,1598,580,0.3629536921,1,1,0,0,0
Tamil Nadu,COIMBATORE,1997,Kharif,Small millets,63,50,0.7936507937,1,1,0,0,0
Tamil Nadu,COIMBATORE,1997,Kharif,Tobacco,936,1620,1.730769231,1,1,0,0,0
Tamil Nadu,COIMBATORE,1997,Whole Year,Arhar/Tur,1393,700,0.5025125628,1,1,0,0,0
Tamil Nadu,COIMBATORE,1997,Whole Year,Bajra,518,910,1.756756757,1,1,0,0,0
Tamil Nadu,COIMBATORE,1997,Whole Year,Banana,7269,285930,39.33553446,1,1,0,0,0
Tamil Nadu,COIMBATORE,1997,Whole Year,Black pepper,131,30,0.2290076336,1,1,0,0,0
Tamil Nadu,COIMBATORE,1997,Whole Year,Cardamom,834,70,0.08393285372,1,1,0,0,0
Tamil Nadu,COIMBATORE,1997,Whole Year,Cashewnut,63,40,0.6349206349,1,1,0,0,0
Tamil Nadu,COIMBATORE,1997,Whole Year,Castor seed,199,70,0.351758794,1,1,0,0,0
Tamil Nadu,COIMBATORE,1997,Whole Year,Coriander,709,130,0.1833568406,1,1,0,0,0
Tamil Nadu,COIMBATORE,1997,Whole Year,Cotton(lint),16858,30610,1.815755131,1,1,0,0,0
Tamil Nadu,COIMBATORE,1997,Whole Year,Dry chillies,2350,1430,0.6085106383,1,1,0,0,0
Tamil Nadu,COIMBATORE,1997,Whole Year,Gram,4481,3320,0.7409060478,1,1,0,0,0
Tamil Nadu,COIMBATORE,1997,Whole Year,Groundnut,33861,43150,1.274327397,1,1,0,0,0
Tamil Nadu,COIMBATORE,1997,Whole Year,Jowar,89773,65140,0.7256079222,1,1,0,0,0
Tamil Nadu,COIMBATORE,1997,Whole Year,Maize,15763,17720,1.124151494,1,1,0,0,0
Tamil Nadu,COIMBATORE,1997,Whole Year,Moong(Green Gram),4526,1480,0.3269995581,1,1,0,0,0
Tamil Nadu,COIMBATORE,1997,Whole Year,Onion,1680,20960,12.47619048,1,1,0,0,0
Tamil Nadu,COIMBATORE,1997,Whole Year,Pulses total,34941,13110,0.3752039152,1,1,0,0,0
Tamil Nadu,COIMBATORE,1997,Whole Year,Ragi,401,800,1.995012469,1,1,0,0,0
Tamil Nadu,COIMBATORE,1997,Whole Year,Rice,18703,57670,3.083462546,1,1,0,0,0
Tamil Nadu,COIMBATORE,1997,Whole Year,Sugarcane,10756,12272000,1140.944589,1,1,0,0,0
Tamil Nadu,COIMBATORE,1997,Whole Year,Sunflower,457,460,1.006564551,1,1,0,0,0
Tamil Nadu,COIMBATORE,1997,Whole Year,Tapioca,1320,49510,37.50757576,1,1,0,0,0
Tamil Nadu,COIMBATORE,1997,Whole Year,Tobacco,844,1250,1.481042654,1,1,0,0,0
Tamil Nadu,COIMBATORE,1997,Whole Year,Total foodgrain,160230,155430,0.9700430631,1,1,0,0,0
Tamil Nadu,COIMBATORE,1997,Whole Year,Turmeric,2024,16960,8.37944664,1,1,0,0,0
Tamil Nadu,COIMBATORE,1997,Whole Year,Urad,3085,1440,0.4667747164,1,1,0,0,0
Tamil Nadu,COIMBATORE,1998,Kharif,Arhar/Tur,2312,1998,0.8641868512,1,1,0,0,0
Tamil Nadu,COIMBATORE,1998,Kharif,Bajra,244,511,2.094262295,1,1,0,0,0
Tamil Nadu,COIMBATORE,1998,Kharif,Cotton(lint),15370,32294,2.101106051,1,1,0,0,0
Tamil Nadu,COIMBATORE,1998,Kharif,Groundnut,39937,69248,1.733930941,1,1,0,0,0
Tamil Nadu,COIMBATORE,1998,Kharif,Horse-gram,7231,3030,0.4190291799,1,1,0,0,0
Tamil Nadu,COIMBATORE,1998,Kharif,Jowar,88370,64470,0.7295462261,1,1,0,0,0
Tamil Nadu,COIMBATORE,1998,Kharif,Maize,18828,21163,1.124017421,1,1,0,0,0
Tamil Nadu,COIMBATORE,1998,Kharif,Moong(Green Gram),7116,3899,0.5479201799,1,1,0,0,0
Tamil Nadu,COIMBATORE,1998,Kharif,Pulses total,43420,20310,0.4677567941,1,1,0,0,0
Tamil Nadu,COIMBATORE,1998,Kharif,Ragi,510,1271,2.492156863,1,1,0,0,0
Tamil Nadu,COIMBATORE,1998,Kharif,Rice,15034,51575,3.430557403,1,1,0,0,0
Tamil Nadu,COIMBATORE,1998,Kharif,Sesamum,1106,423,0.3824593128,1,1,0,0,0
Tamil Nadu,COIMBATORE,1998,Kharif,Small millets,4600,3400,0.7391304348,1,1,0,0,0
Tamil Nadu,COIMBATORE,1998,Kharif,Sunflower,191,197,1.031413613,1,1,0,0,0
Tamil Nadu,COIMBATORE,1998,Kharif,Total foodgrain,167323,15962,0.09539632926,1,1,0,0,0
Tamil Nadu,COIMBATORE,1998,Kharif,Urad,10191,4983,0.4889608478,1,1,0,0,0
Tamil Nadu,COIMBATORE,1998,Rabi,Gram,4164,3981,0.9560518732,1,1,0,0,0
Tamil Nadu,COIMBATORE,1998,Rabi,Wheat,20,1,0.05,1,1,0,0,0
Tamil Nadu,COIMBATORE,1998,Whole Year,Banana,6189,243451,39.33608014,1,1,0,0,0
Tamil Nadu,COIMBATORE,1998,Whole Year,Black pepper,130,26,0.2,1,1,0,0,0
Tamil Nadu,COIMBATORE,1998,Whole Year,Cardamom,833,68,0.08163265306,1,1,0,0,0
Tamil Nadu,COIMBATORE,1998,Whole Year,Castor seed,174,60,0.3448275862,1,1,0,0,0
Tamil Nadu,COIMBATORE,1998,Whole Year,Coriander,822,150,0.1824817518,1,1,0,0,0
Tamil Nadu,COIMBATORE,1998,Whole Year,Dry chillies,1980,1202,0.6070707071,1,1,0,0,0
Tamil Nadu,COIMBATORE,1998,Whole Year,Onion,3093,38591,12.47688328,1,1,0,0,0
Tamil Nadu,COIMBATORE,1998,Whole Year,Sannhamp,1,1,1,1,1,0,0,0
Tamil Nadu,COIMBATORE,1998,Whole Year,Sugarcane,13193,1467460,111.2301978,1,1,0,0,0
Tamil Nadu,COIMBATORE,1998,Whole Year,Tapioca,1526,56679,37.14220183,1,1,0,0,0
Tamil Nadu,COIMBATORE,1998,Whole Year,Tobacco,461,687,1.490238612,1,1,0,0,0
Tamil Nadu,COIMBATORE,1998,Whole Year,Turmeric,2652,22221,8.378959276,1,1,0,0,0
Tamil Nadu,COIMBATORE,1999,Kharif,Arhar/Tur,961,635,0.6607700312,1,1,0,0,0
Tamil Nadu,COIMBATORE,1999,Kharif,Bajra,670,1376,2.053731343,1,1,0,0,0
Tamil Nadu,COIMBATORE,1999,Kharif,Castor seed,3771,1365,0.3619729515,1,1,0,0,0
Tamil Nadu,COIMBATORE,1999,Kharif,Cotton(lint),7627,12264,1.60797168,1,1,0,0,0
Tamil Nadu,COIMBATORE,1999,Kharif,Groundnut,36123,55110,1.525620796,1,1,0,0,0
Tamil Nadu,COIMBATORE,1999,Kharif,Horse-gram,7884,2985,0.3786149163,1,1,0,0,0
Tamil Nadu,COIMBATORE,1999,Kharif,Jowar,87539,43978,0.5023817955,1,1,0,0,0
Tamil Nadu,COIMBATORE,1999,Kharif,Korra,2,1,0.5,1,1,0,0,0
Tamil Nadu,COIMBATORE,1999,Kharif,Maize,19841,22328,1.125346505,1,1,0,0,0
Tamil Nadu,COIMBATORE,1999,Kharif,Moong(Green Gram),6400,3104,0.485,1,1,0,0,0
Tamil Nadu,COIMBATORE,1999,Kharif,Ragi,419,449,1.071599045,1,1,0,0,0
Tamil Nadu,COIMBATORE,1999,Kharif,Rice,16875,60494,3.58482963,1,1,0,0,0
Tamil Nadu,COIMBATORE,1999,Kharif,Sesamum,1100,521,0.4736363636,1,1,0,0,0
Tamil Nadu,COIMBATORE,1999,Kharif,Sunflower,978,984,1.006134969,1,1,0,0,0
Tamil Nadu,COIMBATORE,1999,Kharif,Urad,5178,2682,0.5179606025,1,1,0,0,0
Tamil Nadu,COIMBATORE,1999,Rabi,Gram,5030,3723,0.7401590457,1,1,0,0,0
Tamil Nadu,COIMBATORE,1999,Rabi,Samai,134,73,0.5447761194,1,1,0,0,0
Tamil Nadu,COIMBATORE,1999,Rabi,Wheat,9,4,0.4444444444,1,1,0,0,0
Tamil Nadu,COIMBATORE,1999,Whole Year,Banana,5619,183740,32.69976864,1,1,0,0,0
Tamil Nadu,COIMBATORE,1999,Whole Year,Cashewnut,36,11,0.3055555556,1,1,0,0,0
Tamil Nadu,COIMBATORE,1999,Whole Year,Coriander,324,59,0.1820987654,1,1,0,0,0
Tamil Nadu,COIMBATORE,1999,Whole Year,Dry chillies,1418,1235,0.8709449929,1,1,0,0,0
Tamil Nadu,COIMBATORE,1999,Whole Year,Guar seed,11939,118374,9.914900745,1,1,0,0,0
Tamil Nadu,COIMBATORE,1999,Whole Year,Onion,2813,37188,13.22004977,1,1,0,0,0
Tamil Nadu,COIMBATORE,1999,Whole Year,Sugarcane,11939,1195037,100.0952341,1,1,0,0,0
Tamil Nadu,COIMBATORE,1999,Whole Year,Sweet potato,2,24,12,1,1,0,0,0
Tamil Nadu,COIMBATORE,1999,Whole Year,Tapioca,834,29595,35.48561151,1,1,0,0,0
Tamil Nadu,COIMBATORE,1999,Whole Year,Tobacco,936,1620,1.730769231,1,1,0,0,0
Tamil Nadu,COIMBATORE,1999,Whole Year,Turmeric,3023,19346,6.399603043,1,1,0,0,0
Tamil Nadu,COIMBATORE,2000,Kharif,Arhar/Tur,632,418,0.6613924051,1,1,0,0,0
Tamil Nadu,COIMBATORE,2000,Kharif,Bajra,307,479,1.560260586,1,1,0,0,0
Tamil Nadu,COIMBATORE,2000,Kharif,Castor seed,242,88,0.3636363636,1,1,0,0,0
Tamil Nadu,COIMBATORE,2000,Kharif,Cotton(lint),6674,10987,1.646239137,1,1,0,0,0
Tamil Nadu,COIMBATORE,2000,Kharif,Groundnut,20169,27436,1.360305419,1,1,0,0,0
Tamil Nadu,COIMBATORE,2000,Kharif,Horse-gram,4859,1809,0.3722988269,1,1,0,0,0
Tamil Nadu,COIMBATORE,2000,Kharif,Jowar,74450,35650,0.4788448623,1,1,0,0,0
Tamil Nadu,COIMBATORE,2000,Kharif,Maize,18075,20341,1.125366528,1,1,0,0,0
Tamil Nadu,COIMBATORE,2000,Kharif,Moong(Green Gram),5292,2397,0.4529478458,1,1,0,0,0
Tamil Nadu,COIMBATORE,2000,Kharif,Other Cereals & Millets,10,6,0.6,1,1,0,0,0
Tamil Nadu,COIMBATORE,2000,Kharif,Other Kharif pulses,12066,2582,0.2139897232,1,1,0,0,0
Tamil Nadu,COIMBATORE,2000,Kharif,Ragi,295,305,1.033898305,1,1,0,0,0
Tamil Nadu,COIMBATORE,2000,Kharif,Rice,12170,47066,3.8673788,1,1,0,0,0
Tamil Nadu,COIMBATORE,2000,Kharif,Sesamum,800,382,0.4775,1,1,0,0,0
Tamil Nadu,COIMBATORE,2000,Kharif,Sunflower,145,153,1.055172414,1,1,0,0,0
Tamil Nadu,COIMBATORE,2000,Kharif,Urad,3716,1925,0.5180301399,1,1,0,0,0
Tamil Nadu,COIMBATORE,2000,Rabi,Gram,2297,1700,0.7400957771,1,1,0,0,0
Tamil Nadu,COIMBATORE,2000,Rabi,Rapeseed &Mustard,6,1,0.1666666667,1,1,0,0,0
Tamil Nadu,COIMBATORE,2000,Rabi,Wheat,8,4,0.5,1,1,0,0,0
Tamil Nadu,COIMBATORE,2000,Whole Year,Banana,7050,230533,32.69971631,1,1,0,0,0
Tamil Nadu,COIMBATORE,2000,Whole Year,Cardamom,6,,0,1,1,0,0,0
Tamil Nadu,COIMBATORE,2000,Whole Year,Cashewnut,43,17,0.3953488372,1,1,0,0,0
Tamil Nadu,COIMBATORE,2000,Whole Year,Coriander,294,53,0.1802721088,1,1,0,0,0
Tamil Nadu,COIMBATORE,2000,Whole Year,Dry chillies,1716,1653,0.9632867133,1,1,0,0,0
Tamil Nadu,COIMBATORE,2000,Whole Year,Onion,4450,58829,13.22,1,1,0,0,0
Tamil Nadu,COIMBATORE,2000,Whole Year,Sannhamp,5,4,0.8,1,1,0,0,0
Tamil Nadu,COIMBATORE,2000,Whole Year,Sugarcane,11167,1117764,100.0952807,1,1,0,0,0
Tamil Nadu,COIMBATORE,2000,Whole Year,Tapioca,1236,43860,35.48543689,1,1,0,0,0
Tamil Nadu,COIMBATORE,2000,Whole Year,Tobacco,601,1040,1.730449251,1,1,0,0,0
Tamil Nadu,COIMBATORE,2000,Whole Year,Turmeric,4178,26062,6.237912877,1,1,0,0,0
Tamil Nadu,COIMBATORE,2001,Kharif,Arhar/Tur,563,370,0.6571936057,1,1,0,0,0
Tamil Nadu,COIMBATORE,2001,Kharif,Bajra,236,450,1.906779661,1,1,0,0,0
Tamil Nadu,COIMBATORE,2001,Kharif,Cotton(lint),10220,14650,1.433463796,1,1,0,0,0
Tamil Nadu,COIMBATORE,2001,Kharif,Groundnut,19152,29100,1.519423559,1,1,0,0,0
Tamil Nadu,COIMBATORE,2001,Kharif,Jowar,75752,29680,0.3918048368,1,1,0,0,0
Tamil Nadu,COIMBATORE,2001,Kharif,Moong(Green Gram),4420,1260,0.2850678733,1,1,0,0,0
Tamil Nadu,COIMBATORE,2001,Kharif,Ragi,233,420,1.802575107,1,1,0,0,0
Tamil Nadu,COIMBATORE,2001,Kharif,Rice,10548,37200,3.526734926,1,1,0,0,0
Tamil Nadu,COIMBATORE,2001,Kharif,Sesamum,914,460,0.5032822757,1,1,0,0,0
Tamil Nadu,COIMBATORE,2001,Kharif,Sunflower,45,60,1.333333333,1,1,0,0,0
Tamil Nadu,COIMBATORE,2001,Kharif,Urad,1839,720,0.3915171289,1,1,0,0,0
Tamil Nadu,COIMBATORE,2001,Whole Year,Sugarcane,13438,1496800,111.3856229,1,1,0,0,0
Tamil Nadu,COIMBATORE,2002,Kharif,Arhar/Tur,468,255,0.5448717949,1,1,0,0,0
Tamil Nadu,COIMBATORE,2002,Kharif,Bajra,624,684,1.096153846,1,1,0,0,0
